"UWI" "MD" "TVD" "EWOFFSET" "NSOFFSET" "DIP" "AZM" "TVDSS" "XPATH" "YPATH" "SURNAME" "SURSTAT" "Borehole.Direction"
"49" 30039312870000 6154 5588.35 -232.09 1126.55 87.49 106.32 1255.65 598072.1 1911592.29 "Actual" "Active" "down"
"50" 30039312880000 6043 5527.28 -489.64 1280.83 87.54 283.15 1358.72 603367.36 1901335.74 "Actual" "Active" "down"
"51" 30039312890100 6000 5562.09 -564.74 -382.82 86.25 293.66 1282.91 597730.82 1910063.16 "Actual" "Active" "down"
"52" 30039312900000 5995 5575.83 -575.74 913.84 85.29 288.86 1269.17 597737.04 1911400.39 "Actual" "Active" "down"
"53" 30039312910100 6048 5571.4 44.5 -675.95 86.52 106.72 1272.6 598330.42 1909750.23 "Actual" "Active" "down"
"54" 30039312920000 5870 5506.07 -583.22 89.76 86.05 282.42 1379.93 603283.95 1900123.3 "Actual" "Active" "down"
"55" 30039312930000 6037 5492.66 -729.84 -978.93 87.41 273.86 1393.34 603156.7 1899015.84 "Actual" "Active" "down"
"56" 30039312940000 6277 5517.96 -223.91 1419.11 85.76 112.58 1368.04 603622.85 1901491.34 "Actual" "Active" "down"
"57" 30039312980000 5966 5451.94 83.44 626.99 85.03 133.79 1455.06 598335.19 1912432.03 "Actual" "Active" "down"
"58" 30039312990000 5919 5440.93 -367.19 -533.41 89.93 133.92 1466.07 597885.17 1911293.66 "Actual" "Active" "down"
"59" 30039313110000 6136 5466.16 -425.54 -1224.45 85.53 306.47 1364.84 586910.27 1914965.57 "Actual" "Active" "down"
"60" 30039313120000 5911 5294.83 -105.61 -868.41 86 317.09 1522.17 587252.19 1915321.78 "Actual" "Active" "down"
"61" 30039313370000 6141 5749.48 88.35 750.43 86.26 266.31 1582.52 564128.75 1906336.6 "Actual" "Active" "down"
"62" 30039313400000 6174.01 5730.91 -104.03 -580.44 85.07 274.73 1601.09 563973.38 1904990.99 "Actual" "Active" "down"
"63" 30043211170100 5900 5606.8 -519.75 -137.48 88.67 272.53 1672.2 592515.24 1886822.36 "Actual" "Active" "down"
"64" 30043211180100 5973 5642.56 -605.6 62.67 85.3 271.5 1604.44 587015.56 1891517.65 "Actual" "Active" "down"
"65" 30043211220100 5801 5399.81 -631.07 261.89 85.4 270 1547.19 623672.67 1880765.65 "Actual" "Active" "down"
"66" 30043211230000 5821 5423.43 -711.46 96.84 86.4 274.5 1641.57 613449.85 1880738.91 "Actual" "Active" "down"
"67" 30043211240100 5721 5381.02 -533.51 -263.81 87.9 271.1 1812.98 623571.44 1862275.9 "Actual" "Active" "down"
"68" 30043211250000 6259 5455.91 -589.52 -886.25 86 271.9 1660.09 602869.17 1883548.6 "Actual" "Active" "down"
"69" 30043211260000 5966 5587.33 -661.34 3.69 85.2 270.9 1608.67 602884.85 1886546.58 "Actual" "Active" "down"
"70" 30043211270000 5997 5611.79 -686.49 13.58 85 269.9 1604.21 602875.77 1887784.87 "Actual" "Active" "down"
"71" 30043211290000 6056 5476.2 -593.58 656 85.2 285.6 1624.8 602935 1885098.53 "Actual" "Active" "down"
"72" 30043211300100 5687 5367.87 -582.34 -25.05 86.2 275.1 1630.13 613291.67 1882120.04 "Actual" "Active" "down"
"73" 30043211310100 5835 5331.06 -571.14 505.59 86.7 272.1 1868.94 608478.82 1866390.82 "Actual" "Active" "down"
"74" 30043211330000 5786 5289.57 -671.73 366.63 86.9 272.3 1956.43 586948.93 1891851.61 "Actual" "Active" "down"
"75" 30043211330100 5988 5433.6 -688.95 683.46 86.4 277.5 1815.4 586931.71 1892168.44 "Actual" "Active" "down"
"76" 30043211340000 5688 5385.4 -557.29 -5.03 86.7 270 1780.6 592368.56 1878824.98 "Actual" "Active" "down"
"77" 30043211360000 5886 5476.83 -336.96 -163.98 86.44 284.52 1502.17 593060.68 1896871.26 "Actual" "Active" "down"
"78" 30043211370000 5588 5329.52 -310.6 374.31 86.2 309.9 1563.48 623948.13 1882075.64 "Actual" "Active" "down"
"79" 30043211390100 5941 5510.04 -724.4 -838.98 86.35 271.53 1501.96 592723.05 1894060.74 "Actual" "Active" "down"
"80" 30043211410000 5993 5569.98 -314.21 629.78 85.3 326.7 1523.02 598495.72 1892923.56 "Actual" "Active" "down"
"81" 30043211420000 6018 5551.12 -641.19 -415.79 87.1 266.8 1541.88 598169.2 1891848 "Actual" "Active" "down"
"82" 30043211450000 5992 5444.16 -484.77 -757.19 85.4 243.5 1743.84 593284.49 1883799.92 "Actual" "Active" "down"
"83" 30043211460000 6132 5487.42 -800.54 666.25 85.7 277.8 1701.58 592994.4 1885239.68 "Actual" "Active" "down"
"84" 30043211470000 5768 5341.36 -209.44 -184.79 89.52 273.25 1617.64 618498.77 1877936.12 "Actual" "Active" "down"
"85" 30043211480000 5797 5392.48 -371.72 370.69 90.92 272.42 1769.52 608330.47 1872005.96 "Actual" "Active" "down"
"86" 30043211490000 5925 5406.5 -364.98 1291.6 85.21 270.28 1557 618901.47 1882521.32 "Actual" "Active" "down"
"87" 30043211500100 5838 5582.71 -517.12 -119.98 86.7 265.1 1487.29 608701.39 1891720.57 "Actual" "Active" "down"
"88" 30043211510000 5906 5582.21 -486.95 -356.47 85.4 265.6 1562.79 608729.71 1888798.13 "Actual" "Active" "down"
"89" 30043211520000 5895 5588.48 -362.25 425.38 85.7 317.4 1478.52 608856 1892295.92 "Actual" "Active" "down"
"90" 30043211530000 6372 5608.92 -453.81 937.72 85.8 284.9 1536.08 608766.57 1890122.29 "Actual" "Active" "down"
"91" 30043211610000 5866 5380.4 -355.77 -1062.75 86.17 266.57 1827.6 608266.77 1867436.08 "Actual" "Active" "down"
"92" 30043211670000 6036 5360.14 432.39 932.84 86.06 269.7 1611.86 619128.99 1879091.01 "Actual" "Active" "down"
"93" 30043211690000 5799 5404.4 48.84 158.07 87.34 270.56 1558.6 619265.1 1881368.47 "Actual" "Active" "down"
"94" 30043211700000 5944 5557.09 -683.54 -49.22 86.93 269.97 1479.91 597923.33 1894008.66 "Actual" "Active" "down"
"95" 30043211750000 6011 5657.81 -66.19 -708.09 86.7 192.1 1578.19 604997.75 1887918.47 "Actual" "Active" "down"
"96" 30043211760000 6127 5681.71 -380.88 -744.13 85 189.6 1545.29 607388.06 1887862.92 "Actual" "Active" "down"
"97" 30043211770000 6163 5672.72 836.77 -661.82 85.6 176.7 1554.28 608633.61 1887956.88 "Actual" "Active" "down"
"98" 30043211780000 5911 5671.33 -480.6 -124.4 86.5 247.9 1564.67 604558.96 1888536.47 "Actual" "Active" "down"
"99" 30043211790000 6027 5604.46 497.62 -614.22 85.5 140.2 1543.54 609726.48 1888629.32 "Actual" "Active" "down"
"100" 30043211820000 5939 5429.77 -781.95 9.72 87.9 268.8 1461.23 629815.38 1882347.08 "Actual" "Active" "down"
"101" 30043211830000 6281 5620.96 -392.51 879.05 85.5 289.9 1658.04 592487.38 1887790.92 "Actual" "Active" "down"
"102" 30043211880000 5894 5482.21 -396.23 -1095.56 85.05 276.7 1496.79 593001.75 1895961.67 "Actual" "Active" "down"
"103" 30043211890000 5829 5494.13 -507.28 125.02 85.08 272.48 1517.87 592897.13 1894994.53 "Actual" "Active" "down"
"104" 30043211900000 6010 5614.01 -481.13 513.91 87.49 272.76 1423.99 598097.14 1896219.3 "Actual" "Active" "down"
"105" 30043211910000 6000 5600.06 -474.78 -591.42 86.55 271.64 1451.94 598115.86 1895095.74 "Actual" "Active" "down"
"106" 30043211930000 5869 5391.55 -6.85 -971.51 86.31 264.46 1557.45 619202.21 1880218 "Actual" "Active" "down"
"107" 30043211940000 6094 5683.59 732.3 -604.27 88.9 172.2 1552.41 605801.92 1888051.21 "Actual" "Active" "down"
"108" 30043211950000 5836 5057.25 -869.92 1355.27 85.3 276.1 1811.75 571996.26 1888294.58 "Actual" "Active" "down"
"109" 30043211960000 5460 5035.82 -762.34 48.43 85.1 271.4 1833.18 572100.07 1886958.76 "Actual" "Active" "down"
"110" 30043211970000 5661 5074.79 -953.29 315.1 87.1 279.2 1792.21 571731.15 1885258.65 "Actual" "Active" "down"
"111" 30043211980000 5425 5016.02 -672.08 260.24 86.1 278.8 1875.98 571636.35 1884291.17 "Actual" "Active" "down"
"112" 30043212020000 5756 5439.93 -531.87 -212.14 85.8 270 1521.07 629961.02 1876720.47 "Actual" "Active" "down"
"113" 30043212040100 6084 5532.41 54.45 634.95 87.21 92.4 1446.59 593452.75 1897648.21 "Actual" "Active" "down"
"114" 30043212050000 5918 5430.83 1039.91 -127.84 86.4 135.7 1523.17 615523.98 1888182.5 "Actual" "Active" "down"
"115" 30043212060000 5787 5460.36 337.26 -512.22 87.8 144.1 1541.64 612579.53 1887754.77 "Actual" "Active" "down"
"116" 30043212070000 5871 5361.36 -352.63 -938.61 86.3 140.4 1526.64 618233.71 1887536.65 "Actual" "Active" "down"
"117" 30043212080000 6171 5460.53 1804.01 -362.72 85.4 134.7 1541.47 614076.27 1887909.16 "Actual" "Active" "down"
"118" 30043212090000 5762 5390.23 631.64 -124.5 86.17 132.39 1499.77 619249.95 1888354.72 "Actual" "Active" "down"
"119" 30043212190000 6182 5423.9 -576.52 -1535.5 86.5 268 1537.1 629967.49 1875406.52 "Actual" "Active" "down"
"120" 30043212200000 5951 5441.76 424.62 -731.42 86.79 170.99 1698.24 613520.67 1877362.86 "Actual" "Active" "down"
"121" 30043212210000 5920 5437.1 -872.13 -666.58 88.39 185.77 1702.9 612193.93 1877427 "Actual" "Active" "down"
"122" 30043212260000 5883 5458.48 -755.37 -28.9 85 267.8 1677.52 602714.02 1882169.15 "Actual" "Active" "down"
"123" 30043212270000 6699 5436.75 -841.04 -1305.11 86.2 268.8 1704.25 602644.18 1880842.65 "Actual" "Active" "down"
"124" 30043212330000 5999 5586.63 428.36 -617.11 85.5 137.2 1586.37 609424.48 1886172.1 "Actual" "Active" "down"
"125" 30043212410000 5735 5317.29 437.93 937.54 87.18 94.68 1741.71 588341.16 1882944.47 "Actual" "Active" "down"
"126" 30043212430000 5677 5297.08 517.5 -272.52 86.07 96.97 1761.92 588420.68 1881712.43 "Actual" "Active" "down"
"127" 30043212440000 5899 5383.28 292.69 520.81 86.36 279.89 1714.72 587698.81 1884744.63 "Actual" "Active" "down"
"128" 30043212470000 6027 5379 238.02 -642.95 85.01 282.53 1719 587639.48 1883559.89 "Actual" "Active" "down"
"129" 30043212750000 5752 5351.6 -564.15 356.44 86.1 295.9 1710.4 598057.96 1894401.01 "Actual" "Active" "down"
"130" 30045207390100 5847 5665.42 294.54 -66.63 89.1 97.7 832.58 473243.07 1988109.09 "Actual" "Active" "down"
"131" 30045281940000 5279 4765.65 967.73 -793.21 85 112.9 1732.35 446506.96 1946149.47 "Actual" "Active" "down"
"132" 30045285700000 7606 5534.38 -2511.98 183.52 85 272.77 564.62 468835.31 2011821.64 "Actual" "Active" "down"
"133" 30045295790000 5863 5546.6 465.79 -125.7 91.5 105.96 523.4 468979.38 2014516.59 "Actual" "Active" "down"
"134" 30045352420100 6212 5402.45 -1638.81 -879.45 85.93 263.63 536.55 393017.24 2031877.75 "Actual" "Active" "down"
"135" 30045353130100 5677 5321.38 -693.01 5.03 87.3 272.5 1514.62 513193.64 1931618.36 "Actual" "Active" "down"
"136" 30045353150000 4792 4499.34 -535.88 -8.74 86.7 271 2127.66 476614.59 1915863.31 "Actual" "Active" "down"
"137" 30045353190100 5024 4565.71 -732.9 -6.1 85.3 270.4 2010.29 471286.16 1913939.89 "Actual" "Active" "down"
"138" 30045353220000 5756 5483.7 -507.05 110.07 86.7 269.9 1410.3 529334.17 1927785.1 "Actual" "Active" "down"
"139" 30045353280100 5111 4790.95 -677.57 15.72 86.2 276.4 2078.05 545046.93 1881396.19 "Actual" "Active" "down"
"140" 30045353410100 5910 5594.4 -605.21 22.56 85.3 274.9 1055.6 481528.56 1970954.56 "Actual" "Active" "down"
"141" 30045353610000 5045 4687.94 -701.07 3.82 85.6 271.8 1932.06 476477.18 1917100.87 "Actual" "Active" "down"
"142" 30045353620100 5656 5477.52 -455.42 -38.98 86.8 266.3 1356.48 513468.64 1933104.23 "Actual" "Active" "down"
"143" 30045353650000 5780 5460.22 -575.18 2.45 85.2 270.9 1526.78 555220.84 1912188.63 "Actual" "Active" "down"
"144" 30045353670000 4928 4655.39 -533.36 -7.4 85.7 268.6 2117.61 487133.69 1915587.6 "Actual" "Active" "down"
"145" 30045353700000 6420 5976.81 687.34 183.18 85.32 83.75 707.19 478829.69 2000401.61 "Actual" "Active" "down"
"146" 30045353870000 5821 5131.46 -1221.02 332.41 85.34 285.74 1272.54 459913.35 1975183.74 "Actual" "Active" "down"
"147" 30045353900000 5464 5054.58 -507.49 491.31 85.3 282.8 1822.42 502946.27 1919835.28 "Actual" "Active" "down"
"148" 30045353910000 5341 4988.76 -566.24 259.4 86 276.1 1855.24 502852.77 1918577.68 "Actual" "Active" "down"
"149" 30045354190000 5080 4705.3 220.46 -574.56 87.7 181.5 2109.7 499364.75 1914275.89 "Actual" "Active" "down"
"150" 30045354320000 5886 5531.48 -549.9 314.35 85.6 275.6 1357.52 498164.01 1940143.61 "Actual" "Active" "down"
"151" 30045354340000 5957 5518.3 -713.52 -555 85 262.6 1404.7 498222.14 1936648.73 "Actual" "Active" "down"
"152" 30045354350000 6341 5535.74 -752.06 942.33 86 280.7 1387.26 498211.56 1938155.08 "Actual" "Active" "down"
"153" 30045354390100 5575 5123.03 -475.67 777.56 85.74 270.73 1749.47 545223.8 1901527.9 "Actual" "Active" "down"
"154" 30045354400000 5531 5233.19 -702.31 454.3 86.6 277.9 1642.81 514091.46 1919703.54 "Actual" "Active" "down"
"155" 30045354410100 5924 5543.66 -211.77 680.69 87.55 304.32 1488.34 539982.68 1917050.09 "Actual" "Active" "down"
"156" 30045354420100 5572 5347.49 -426.2 16.26 89.9 273.9 1561.51 482603.47 1937772.21 "Actual" "Active" "down"
"157" 30045354490000 5345 4772.01 -795.47 -292.6 85.1 203.6 2109.99 496830.42 1915078.55 "Actual" "Active" "down"
"158" 30045354500000 5180 4788.35 431.25 -666.74 88.2 181.3 2090.65 498045.19 1914677.25 "Actual" "Active" "down"
"159" 30045354510000 5683 5406.3 -450.93 83.95 85.7 280.7 1548.7 535075.05 1917178.54 "Actual" "Active" "down"
"160" 30045354520000 6538 6125.83 800.23 -115.48 85.46 93.68 261.17 490062.45 2030501.97 "Actual" "Active" "down"
"161" 30045354670000 5718 5414.78 399.75 -368.9 85.1 131 1447.22 530832.3 1924931.25 "Actual" "Active" "down"
"162" 30045354740000 6154 5576.52 -472.24 1412.4 88.02 277.53 1345.48 561081.38 1917395.82 "Actual" "Active" "down"
"163" 30045354760000 5309 4812.08 -547.74 846.38 85.9 274.3 2061.92 497670.44 1917252.56 "Actual" "Active" "down"
"164" 30045354780000 5835 5395.72 -533.59 505.42 86 270.9 1541.28 514036.28 1923260.78 "Actual" "Active" "down"
"165" 30045354790000 5778 5416.29 -744.98 -347.76 85.6 269.7 1579.71 513881.92 1921264.11 "Actual" "Active" "down"
"166" 30045354800000 6070 5437.55 -956.88 541.01 88.7 270.3 1553.45 513681.56 1922179.97 "Actual" "Active" "down"
"167" 30045354810000 5565 5173.91 -685.69 38.54 85.7 269.6 1763.09 513883.7 1922763.91 "Actual" "Active" "down"
"168" 30045354820000 5273 4808.09 -623.72 -444 86.3 267.7 2081.91 497594.55 1915932.19 "Actual" "Active" "down"
"169" 30045354860000 6006 5477.89 -735.47 754.2 85.2 274 1514.11 498155.44 1933125.77 "Actual" "Active" "down"
"170" 30045354870000 5901 5376.95 -669.45 468.28 87 272.4 1431.05 503338.78 1933108.43 "Actual" "Active" "down"
"171" 30045354880000 5989 5318.67 -581.58 -815.34 85.2 260.59 1489.33 503408.56 1931799.8 "Actual" "Active" "down"
"172" 30045354890000 5977 5446.04 -835.41 -513.29 85.3 269.4 1545.96 498061.42 1931829.3 "Actual" "Active" "down"
"173" 30045354910000 5909 5528.22 -115.5 -164.97 86.22 265.83 1506.78 540132.33 1915538.14 "Actual" "Active" "down"
"174" 30045354920000 5838 5466.28 678.01 -5.07 85.1 88.8 1520.72 556497.45 1912146.17 "Actual" "Active" "down"
"175" 30045354930100 5847 5320.74 -737.72 446.52 87.5 260.4 1570.26 487755.17 1935272.27 "Actual" "Active" "down"
"176" 30045354950000 5906 5375.92 541.76 974.58 88.72 94.35 1495.08 546300.91 1912198.44 "Actual" "Active" "down"
"177" 30045354960000 5875 5328.98 -98.51 568.37 86.88 265.46 1568.02 545707.3 1909558.05 "Actual" "Active" "down"
"178" 30045354970000 6003 5348.69 842.98 -922.4 87.41 92.13 1521.31 546563.31 1910295.39 "Actual" "Active" "down"
"179" 30045354980000 5884 5288.59 -145.5 -1317.15 86.09 264.68 1608.41 545696.28 1907657.59 "Actual" "Active" "down"
"180" 30045354990100 5892 5526.91 -680.84 144.14 86.33 281.29 1333.09 556038.63 1920874.63 "Actual" "Active" "down"
"181" 3.0045355e+13 5694 5099.02 -141.29 -1155.59 88.01 272.06 1766.98 545526.17 1899634.85 "Actual" "Active" "down"
"182" 30045355030000 5762 5248.28 -617.66 1051.25 85.12 271.23 1640.72 550963.07 1904182.09 "Actual" "Active" "down"
"183" 30045355040000 5716 5193.25 -691.69 -875.33 88.9 273.38 1695.75 550871.75 1902241.47 "Actual" "Active" "down"
"184" 30045355070000 6037 5502.04 -559.23 -1405.54 86.97 276.11 1357.96 556182.23 1919322.05 "Actual" "Active" "down"
"185" 30045355190000 5977 5433.81 -632.59 893.54 88 267.7 1527.19 534951.91 1920064.04 "Actual" "Active" "down"
"186" 30045355200000 5751 5424.35 -469.67 -523.5 85.7 269.1 1536.65 535118.76 1918615.96 "Actual" "Active" "down"
"187" 30045355210000 5751 5334.51 -256.39 68.57 88.5 258.6 1597.49 535100.4 1915677.3 "Actual" "Active" "down"
"188" 30045355240000 5666 4886.16 991.04 -524.75 85.6 175.6 1989.84 556214.55 1883113.31 "Actual" "Active" "down"
"189" 30045355250000 5233 4865.46 -343.9 -525.95 85.4 185.2 2010.54 554855.85 1883130.12 "Actual" "Active" "down"
"190" 30045355260000 5344 4848.79 -373.99 -701.76 89.3 183.2 2046.21 552256.5 1883000.69 "Actual" "Active" "down"
"191" 30045355270000 5407 4866.93 905.65 -617.5 86.8 178 2028.07 553567.25 1883112.92 "Actual" "Active" "down"
"192" 30045355290000 6091 5548.98 56.63 716.38 86.85 87.73 1311.02 556820.06 1921441.1 "Actual" "Active" "down"
"193" 30045355300000 5920 5263.09 -563.2 -873.19 86.39 252.4 1628.91 487914.77 1933925.52 "Actual" "Active" "down"
"194" 30045355330100 6255 5724.51 -642.75 -981.28 86.4 267.9 1187.49 550460.68 1931384.13 "Actual" "Active" "down"
"195" 30045355340000 6139 5721.88 -680.34 343.88 88 271.4 1190.12 550417.3 1932739.24 "Actual" "Active" "down"
"196" 30045355380000 5731 5303.69 -442.34 -326.02 87.8 270.21 1575.31 545608.51 1911795.24 "Actual" "Active" "down"
"197" 30045355390000 5725 5324.76 -285.98 901.4 88 275.11 1560.24 545759.21 1913074.67 "Actual" "Active" "down"
"198" 30045355450000 5860 5385.66 709.16 431.14 85.3 85.3 1422.34 504735.48 1933095.28 "Actual" "Active" "down"
"199" 30045355480000 5769 5171.98 -95.9 -1150.5 85.83 280.63 1740.02 561539.56 1894345.21 "Actual" "Active" "down"
"200" 30045355490000 5713 5228.36 -60.47 -760.56 89.8 279.63 1681.64 561624.11 1896771.99 "Actual" "Active" "down"
"201" 30045355500000 5774 5243.53 -277.21 504.09 85.05 277.77 1666.47 561407.47 1898058.66 "Actual" "Active" "down"
"202" 30045355510000 5517 5190.41 18.75 53.29 88.96 277.96 1707.59 561632.2 1895548.88 "Actual" "Active" "down"
"203" 30045355530000 5753 5351.76 -21.29 425.61 86.53 278.98 1588.24 535039.03 1913933.93 "Actual" "Active" "down"
"204" 30045355540000 5848 5328.7 -60.33 -661.56 85.67 280.47 1611.8 535016.62 1912796.91 "Actual" "Active" "down"
"205" 30045355630000 6275 5494.97 1550.8 -1255.19 85.64 100.23 1530.03 557040.19 1908243.77 "Actual" "Active" "down"
"206" 30045355640000 6038 5481.01 1447.55 -100.5 86.4 103.14 1543.99 556951.49 1909449.45 "Actual" "Active" "down"
"207" 30045355830000 5676 5189.27 -793.74 -779.12 85.5 269.4 1682.73 514014.22 1918443.23 "Actual" "Active" "down"
"208" 30045355870000 5819 5340.34 -151.74 -618.77 86.09 274.39 1549.66 545645.23 1910610.14 "Actual" "Active" "down"
"209" 30045355880000 5853 5403.02 -1178.79 779.75 86.14 280.21 1502.98 545578.89 1914047.61 "Actual" "Active" "down"
"210" 30045356010000 5988 5556.76 -53.95 462.82 86.47 123.59 1477.24 540908.81 1919614.47 "Actual" "Active" "down"
"211" 30045356020000 5934 5529.57 -57 -978.17 85.52 122.9 1504.43 540889.77 1918159.44 "Actual" "Active" "down"
"212" 30045356050000 6182 5583.49 1399.37 960.23 85.3 128.01 1450.51 542379.12 1920125.88 "Actual" "Active" "down"
"213" 30045356060000 5940 5359.8 328.52 848.05 86.55 124.29 1674.2 541325.26 1920027.74 "Actual" "Active" "down"
"214" 30045356070000 5725 5335.97 -748.8 -218.15 86.04 268.66 1557.03 540300.11 1912110.99 "Actual" "Active" "down"
